"SpeciesName","HerbariumCode","Source","Collector","RecordNumber","CollectionDay","CollectionMonth","CollectionYear","Country","Admin1","Admin2","Admin3","Locality","Longitude","Latitude","CoordUncertainty","LocationNotes","EcologyNotes","AnalysisNotes","Remove","CountyLevelOnly"
"Rhamnus alnifolia","CLM","From Curator","John Mack","072775",16,8,2000,"United States","OH","Geauga","Munson Twp.","Koelliker Fen Preserve:",-81.173505,41.499322,18163.2262975052,"Tall shrub fen on riparian slope; Very high quality shrub dominated fen with occasional open meadows and densely vegetated herb layer; located north of Wilson Mills Rd. west of Raintree Rd in valley of Chagrin River just east of small pond; Lat.41 32'55"", Long.81 16'59""; Chesterland Quad;","Occasional stems with Aster puniceus, Alnus incana, Carex hystericina, C. leptalea, C. interior, Cirsium muticum, Eupatorium maculatum, Osmunda cinnamomea, Salix sericea, S. serissima, Thelypteris palustris.","",0,1
"Rhamnus alnifolia","CLM","From Curator","James K. Bissell","019791",1,6,1983,"United States","OH","Geauga","Troy Township","Snow Lake:",-81.173505,41.499322,18163.2262975052,"Open to partially shaded alder-fen thickets with occasional fen seep openings, on the south shore of Snow Lake just west of drainage outlet for Snow Lake, within northern Troy Township;","Large clones several meters across scattered throughout the fen flats","",0,1
"Alnus incana","CLM","From Curator","James K. Bissell","047330",1,6,1994,"United States","OH","Geauga","Munson Township","Bean Road Fen:",-81.173505,41.499322,18163.2262975052,"Alnus rugosa-Salix spp. shrub seepage fen with Carex interior openings on both sides of Bean Road; (north side owned by Sisters of Notre Dame, south side by Ruth Hawkin) ; 1.0 mile east of Auburn Road; fens are located along west side of north-flowing brook; Chardon Quad;","Occasional to common throughout seepage.","",0,1
"Rhamnus frangula","CLM","From Curator","James K. Bissell","021393",28,6,1984,"United States","OH","Geauga","Burton Township","Fern Lake:",-81.173505,41.499322,18163.2262975052,"Open sphagnum mat along the southeast shoreline of Fern Lake; mat wedged on both sides by Chamaedaphne;","Rare, a single large shrub on the open sphagnum mat","",0,1
"Fraxinus americana","CLM","From Curator","James K. Bissell","018888",5,8,1974,"United States","OH","Geauga","Thompson Township","Thompson Ledges Park",-81.173505,41.499322,18163.2262975052,"Chestnut oak forest on a Sharon Conglomerate ridge; elevation 1200 feet","Common in openings and young woods; scarce in the mature woods","",0,1
"Alnus incana","CLM","From Curator","James K. Bissell","018390",26,5,1982,"United States","OH","Geauga","Burton Twp.",NA,-81.173505,41.499322,18163.2262975052,"Series of open beaver pond marshes and swamps, covered with Spiraea alba-Rosa palustris-Alnus rugosa-Cornus amomum and Viburnum lentago, just east of an east flowing bend of the West Branch of the Cuyahoga River, south of Ohio Rt.87","Occasional throughout","",0,1
"Rhamnus alnifolia","CLM","From Curator","James K. Bissell","021299",31,5,1984,"United States","OH","Geauga","Hambden Township","Hambden Orchard Wildlife Area:",-81.173505,41.499322,18163.2262975052,"Shagbark hickory open swamp forest on level flats about 1.1 mile northwest of the junction of Sisson Road and Kile Road, in southeast Hambden Township;","Generally absent but one large clone several meters in diameter along the southern portion, pH 6.5","",0,1
"Hamamelis virginiana","CLM","From Curator","David Kriska","069564",4,8,2004,"United States","OH","Geauga","Newbury Twp.","Crosscavan Farms:",-81.173505,41.499322,18163.2262975052,"Along short steep slopes of northwest corner of tract 22; alongside  Chagrin River tributary stream north of gravel road crossing downstream of  beaver dam; below west facing slopes in riparian habitat; N 41 29' 16"", W  81 17' 51""; South Russell Quad;",NA,"",0,1
"Alnus incana","CLM","From Curator","Robert J. Bartolotta","025781",29,8,1988,"United States","OH","Geauga","Newbury Twp.","Punderson State Park:",-81.173505,41.499322,18163.2262975052,NA,"Common in swamp thicket surrounding lake.","",0,1
"Alnus serrulata","CLM","From Curator","James K. Bissell","074609",12,6,2003,"United States","OH","Geauga","Munson Twp.","Klatka Tract:",-81.173505,41.499322,18163.2262975052,"High diversity Alnus serrulata-Cornus sp.-Lindernia shrub swamp with Symplocarpus-Carex spp. herbaceous understory and occasional Fraxinus nigra and Ulmus americana overtopping shrubs; 0.22 mile due east of Fowlers Mill Road on south side of river; Chesterland Quad;","Occasional in association with Cornus amomum.","",0,1
"Rhamnus alnifolia","CLM","From Curator","John W. Aldrich","002887",11,7,1934,"United States","OH","Geauga","Burton","Solon Bog:",-81.173505,41.499322,18163.2262975052,NA,NA,"",0,1
"Fraxinus americana","CLM","From Curator","David Kriska","069434",15,6,2004,"United States","OH","Geauga","Russell Twp.","Crosscavan Farms:",-81.173505,41.499322,18163.2262975052,"Mature moist Acer saccharum-Fagus grandifolia forest (avg. 3-6' DBH) with  lush understory and forest floor on slopes of small tributary stream of  Chagrin River; Pekin Road powerline access north to Fairmount Road; N 41  29' 06"", W 81 19' 46"";",NA,"",0,1
"Rhamnus alnifolia","CLM","From Curator","John W. Aldrich","002886",16,5,1934,"United States","OH","Geauga","Burton","Solon Bog:",-81.173505,41.499322,18163.2262975052,NA,NA,"",0,1
"Hamamelis virginiana","CLM","From Curator","Stanley J. Stine,Jr.","075996",30,8,2016,"United States","OH","Geauga","Russell Twp.","Taber Preserve:",-81.173505,41.499322,18163.2262975052,"Scattered on woodland ridges and slopes of Chagrin River; South Russell Quad;",NA,"",0,1
"Rhamnus frangula","CLM","From Curator","James K. Bissell","047331",1,6,1994,"United States","OH","Geauga","Munson Township","Bean Road Fen:",-81.173505,41.499322,18163.2262975052,"Alnus rugosa-Salix spp. shrub seepage fen with Carex interior openings on both sides of Bean Road; (north side owned by Sisters of Notre Dame, south side by Ruth Hawkin) ; 1.0 mile east of Auburn Road; fens are located along west side of north-flowing brook; Chardon Quad;","Occasional to common throughout seepages; becoming a serious threat to fens.","",0,1
"Rhamnus frangula","CLM","From Curator","James K. Bissell","071476",24,7,2003,"United States","OH","Geauga","Montville Twp.","Montville Swamp:",-81.173505,41.499322,18163.2262975052,"Abandoned beaver pond dominated by Typha latifolia and Sparganium americanum; 2.3 miles southeast of OH Rt. 528/US Rt. 6 junction; N 41 35' 22"", W 81 01' 19""; East Clairdon Quad;","Occasional within open swamps and wood edges throughout area.","",0,1
"Alnus incana","CLM","From Curator","James K. Bissell","021297",31,5,1984,"United States","OH","Geauga","Hambden Township","Hambden Orchard Wildlife Area:",-81.173505,41.499322,18163.2262975052,"Shagbark hickory open swamp forest on level flats about 1.1 mile northwest of the junction of Sisson Road and Kile Road, in southeast Hambden Township;","Rare, a fe widely scattered clumps","",0,1
"Alnus serrulata","CLM","From Curator","James K. Bissell","016045",18,8,1981,"United States","OH","Geauga","Newbury Township","Fried's Bog:",-81.173505,41.499322,18163.2262975052,"Open, Leersia oryzoides-Calla palustris-Carex comosa marsh in an old kettle depression between Pond and Hotchkiss Roads, just west of the Burton Township line in eastern Newbury Township;","Scarce, a few shrubs scattered through the northeast quadrant of the marsh","",0,1
"Alnus serrulata","CLM","From Curator","James K. Bissell","017509",8,7,1982,"United States","OH","Geauga","Munson Twp.","Bass Lake Area:",-81.173505,41.499322,18163.2262975052,"Open, emergent, Decodon shoreline along the northeast shore of Bass Lake, in the northeast part of the township","Occasional to locally common within the shrub zone between the Decodon mat and the woods","",0,1
"Alnus incana","CLM","From Curator","John W. Aldrich","002881",11,9,1936,"United States","OH","Geauga","Burton","South Bog:",-81.173505,41.499322,18163.2262975052,NA,NA,"",0,1
"Rhamnus alnifolia","CLM","From Curator","James K. Bissell","073842",26,7,1997,"United States","OH","Geauga","Newberry Twp.","Helen Zink Property:",-81.173505,41.499322,18163.2262975052,"Rhynchospora alba-Eleocharis erythropoda-Thelypteris palustris sparsely vegetated fen opening along north side of drainage course .164 mile due east of Munn Road; Long.81 16'6.88""W, Lat.41 26'18.93""N; South Russell Quad;","Local in open seepage - all this size.","",0,1
"Rhamnus frangula","CLM","From Curator","Betty J. Koelliker","049174",3,6,1993,"United States","OH","Geauga","Munson Twp.","Bean Road Fen:",-81.173505,41.499322,18163.2262975052,"Shrubby fen seepage area 30 ft. north of Bean Road, .9 mile east of Auburn Road; formerly property of Sisters of Notre Dame;","Part of shrubby canopy with Cornus sericea, Rhus vernix, Viburnum trilobum, V. lentago, Salix spp.; Caltha palustris, Geum rivale, Cypripedium calceolus ssp. parviflora, Smilacina stellata in ground cover.","",0,1
"Alnus incana","CLM","From Curator","James K. Bissell","018436",26,5,1982,"United States","OH","Geauga","Burton Twp.",NA,-81.173505,41.499322,18163.2262975052,"Alder-skunk cabbage swamp along the east side of an east tributary to the west branch of the Cuyahoga River, just north of Fisher Road, and just west of gravel bank seep","Common throughout, occasionally forming dense shrub canopies","",0,1
"Rhamnus frangula","CLM","From Curator","James K. Bissell","020552",29,9,1983,"United States","OH","Geauga","Chardon Township","The Holden Arboretum Area:",-81.173505,41.499322,18163.2262975052,"Open small marsh and swamp forest at the headwaters to Stebbins Gulch, midway between Wilder Road and Auburn Road just S of Mitchell Mills Rd.","Common throughout the area.","",0,1
"Fraxinus americana","CLM","From Curator","David Kriska","069191",18,6,2004,"United States","OH","Geauga","Russell Twp.","Crosscavan Farms:",-81.173505,41.499322,18163.2262975052,"Mature moist Acer saccharum-Fagus grandifolia forest (avg. 3-6' DBH) with  lush understory and forest floor on slopes of small tributary stream of  Chagrin River; Pekin Road powerline access north to Fairmount Road; N 41  29' 06"", W 81 19' 30"";","Scarce.","",0,1
"Alnus serrulata","CLM","From Curator","James S. McCormac","060279",18,5,2000,"United States","OH","Hocking","Salt Creek Twp.",NA,-82.483445,39.490342,18637.2411227933,"Saturated, muddy soil along margins of large buttonbush swamp and  associated riverine bottomlands; south side of Big Pine Rd. (C11) ca. 1/2  miles west of Keifel Rd. (T243), Sec 12; South Bloomington Quad;","Occasional.","",0,1
"Hamamelis virginiana","CLM","From Curator","William C. Werner","041373",NA,NA,1887,"United States","OH","Lake","Painesville",NA,-81.392643,41.924116,13694.8653945998,NA,NA,"",0,1
"Fraxinus americana","CLM","From Curator","James K. Bissell","015172",15,10,1980,"United States","OH","Lake","Madison Township",NA,-81.392643,41.924116,13694.8653945998,"Partially shaded to open floodplain of the Grand River, about 1 mile west of(downstream from) the Mill Creek mouth","Large trees occasional along the south side of the river, saplings common in open areas","",0,1
"Rhamnus frangula","CLM","From Curator","P. Greenwald","013850",2,7,1980,"United States","OH","Lake","Mentor","Mentor Marsh:",-81.392643,41.924116,13694.8653945998,"Relatively dry, raised, Wake Robin Trail running south from Wake Robin Road through Mentor Marsh","Fairly common shrub along trail edges on dryer ground","",0,1
"Rhamnus frangula","CLM","From Curator","William C. Werner","009463",8,6,1920,"United States","OH","Lake","Perry",NA,-81.392643,41.924116,13694.8653945998,NA,NA,"",0,1
"Hamamelis virginiana","CLM","From Curator","William C. Werner","008056",NA,10,1887,"United States","OH","Lake","Painesville",NA,-81.392643,41.924116,13694.8653945998,NA,NA,"",0,1
"Hamamelis virginiana","CLM","From Curator","Mary E. Mathews","008057",NA,6,1897,"United States","OH","Lake","Painesville",NA,-81.392643,41.924116,13694.8653945998,NA,"June 1897/October 1898","",0,1
"Alnus serrulata","CLM","From Curator","James K. Bissell","057286",23,9,1999,"United States","OH","Lake","Mentor","Mentor Marsh State Nature Preserve:",-81.392643,41.924116,13694.8653945998,"High quality Acer saccharinum-Fraxinus profunda-Ulmus americana-Fraxinus nigra-Betula alleghaniensis swamp forest with scattered patches of dying Phragmites; understory densely vegetated with Osmunda spp.; along south shore of marsh .15 mile due west of end of Links Road; Mentor Quad;","Local to occasional; widely scattered within swamp forest.","",0,1
"Alnus serrulata","CLM","From Curator","John W. Aldrich","003147",22,9,1937,"United States","OH","Lake","Mentor","Mentor Marsh:",-81.392643,41.924116,13694.8653945998,NA,NA,"",0,1
"Hamamelis virginiana","CLM","From Curator","James K. Bissell","013902",14,8,1974,"United States","OH","Lake","Mentor",NA,-81.392643,41.924116,13694.8653945998,"Upland, mixed secondary forest with mature beech-maple-red oak, on the north side of Mentor Marsh about 1.0 mile west of Shipman Pond","Occasional to common throughout","",0,1
"Rhamnus frangula","CLM","From Curator","Thomas A. Yates","013090",16,8,1979,"United States","OH","Lake","Kirtland Twp.","The Holden Arboretum:",-81.392643,41.924116,13694.8653945998,"Strong Acres, adjacent field to Arboretum property(owned by Hubbell)","Rare in an old grape vineyard, poor rocky dry soil, full sun","",0,1
"Rhamnus frangula","CLM","From Curator","Barbara L. Heine","013169",23,6,1967,"United States","OH","Lake",NA,"Mentor Marsh:",-81.392643,41.924116,13694.8653945998,"Along Wake Robin Trail south of Woodridge Road through the marsh towards Links Road;",NA,"",0,1
"Alnus incana","CLM","From Curator","James K. Bissell","028417",11,9,1990,"United States","OH","Lake","Madison Twp.","Riverview Lake Metropark:",-81.392643,41.924116,13694.8653945998,"Wet Andropogon gerardi meadow at base of sled hill; in wettest sections Carex emoryi replaces Andropogon gerardi; 140 degrees and .35 miles from intersection of River Rd. and OH Rt. 528;","Occasional in shrub thickets surrounding meadow; restricted to this site. Syn.= Alnus rugosa  (Du Roi) Spreng","",0,1
"Fraxinus americana","CLM","From Curator","James K. Bissell","042593",23,9,1992,"United States","OH","Lake","Mentor","Mentor Marsh State Nature Preserve:",-81.392643,41.924116,13694.8653945998,"Mixed hardwood forest on upper embankment along south shore of Mentor Marsh about .1 mile east of Corduroy Road;","Occasional within upland woods on embankment slope.","",0,1
"Rhamnus frangula","CLM","From Curator","James K. Bissell","010337",14,8,1974,"United States","OH","Lake","Painesville Township","Headlands Dunes State Nature Preserve:",-81.392643,41.924116,13694.8653945998,"Mentor Headlands dunes area at the end of OH Rt. 44;",NA,"",0,1
"Alnus incana","CLM","From Curator","James K. Bissell","038272",12,7,1991,"United States","OH","Lake","Madison Twp.","Hogback Ridge Lake Metropark:",-81.392643,41.924116,13694.8653945998,"Alnus rugosa forest with some trunks exceeding 6 inches on upper slope of floodplain near mouth of ravine along base of south valley wall of Grand River about .5 miles due east of OH Rt. 528;","Locally common; one large stand covering 1/4 acre at mouth of ravine. Syn. = Alnus rugosa  (DuRoi) Spreng.","",0,1
"Alnus incana","CLM","From Curator","John Reinier","076028",1,10,2014,"United States","OH","Lake",NA,"North Chagrin Cleveland Metropark:",-81.392643,41.924116,13694.8653945998,"Lat./Long.: 41.57493N, -81.4199W; Mayfield Heights Quad;","Several mature shrubs along seepy stream corridor north east of River Road Reserved Cabin.","",0,1
"Alnus incana","CLM","From Curator","James K. Bissell","015165",15,10,1980,"United States","OH","Lake","Willoughby Hills","Hach-Otis State Nature Preserve:",-81.392643,41.924116,13694.8653945998,"Open west wall of the West Branch of the Chagrin River; eroding, glacial valley fill undergoing rapid slumping and erosion; most of the ground surface is steep, bare, compacted, blue clay","SY=A. rugosa  (Du Roi) Spreng. Scarce, but scattered on less active areas of the open slope","",0,1
"Rhamnus frangula","CLM","From Curator","James K. Bissell","020590",22,9,1983,"United States","OH","Lake","Leroy Township",NA,-81.392643,41.924116,13694.8653945998,"Gentle, open embankment along the south side of I-90 just west of the bridge over the Grand River, within eastern Leroy Township","Common and increasing each year on open road embankments of I-90 between Cleveland and Pennsylvania","",0,1
"Rhamnus frangula","CLM","From Curator","James K. Bissell","018838",7,8,1974,"United States","OH","Lake","Madison Township",NA,-81.392643,41.924116,13694.8653945998,"Mixed oak-hemlock forest on uplands just north of the north valley wall of the Grand River, about 0.5 mile west of the OH Rt. 528 bridge;","Common along open wood edges.","",0,1
"Hamamelis virginiana","CLM","From Curator","James K. Bissell","019242",7,8,1974,"United States","OH","Lake","Madison Township",NA,-81.392643,41.924116,13694.8653945998,"Mixed oak-hemlock forest on uplands just north of the north valley wall of the Grand River, about 0.5 mile west of the OH Rt. 528 bridge;","Occasional throughout the dry, upland woods","",0,1
"Fraxinus americana","CLM","From Curator","James K. Bissell","029907",25,9,1990,"United States","OH","Lake","Concord Township","Cottonwood Hollow Reserve:",-81.392643,41.924116,13694.8653945998,"Cardamine channel area; rich, mature, mixed hardwood forest on level terraces along Cardamine channel; canopy Acer saccharum-Liriodendron-Magnolia-Tilia-Fraxinus americana;","Local to occasional in swampy savannah.","",0,1
"Rhamnus frangula","CLM","From Curator","P. Greenwald","013928",23,6,1980,"United States","OH","Lake","Mentor","Mentor Marsh:",-81.392643,41.924116,13694.8653945998,"Open to partially shaded marshy area completely surrounded by cattails, off the south shore of Mentor Marsh just north of Links Road;","Uncommon but present throughout.","",0,1
"Rhamnus frangula","CLM","From Curator","James K. Bissell","021567",21,6,1984,"United States","OH","Lake","Kirtland","The Holden Arboretum:",-81.392643,41.924116,13694.8653945998,"Old field succession area on a sterile, eroding, abandoned vineyard about .6 mile north of Kirtland-Chardon Rd. and .7 mile due west of Sperry Rd.","Common throughout; especially common along the woods/field border.","",0,1
"Alnus serrulata","CLM","From Curator","James K. Bissell","013915",14,8,1974,"United States","OH","Lake","Mentor","Mentor Marsh:",-81.392643,41.924116,13694.8653945998,"Along the southern edge of Mentor Marsh just west of Links Road, in a Phragmites australis-Typha latifolia community; scattered young individuals of Viburnum recognitum, Acer rubrum, Fraxinus americanum, Osmunda regalis, Osmunda cinnamomea, and Cornus stolonifera","Scattered to occasional on hummocks and along the shoreline of the marsh","",0,1
"Alnus serrulata","CLM","From Curator","John W. Aldrich","003033",24,9,1937,"United States","OH","Lake","Mentor","Mentor Marsh:",-81.392643,41.924116,13694.8653945998,NA,NA,"",0,1
"Fraxinus americana","CLM","From Curator","James K. Bissell","018239",1,8,1982,"United States","OH","Lake","Madison Twp.","Arcola Creek Lake Metropark:",-81.392643,41.924116,13694.8653945998,"Shaded channel margin along the creek bank, upstream from the main marsh, in the northeast corner of the township;","Occasional along the channel.","",0,1
"Fraxinus americana","CLM","From Curator","James K. Bissell","012824",13,6,1979,"United States","OH","Lake","Eastlake",NA,-81.392643,41.924116,13694.8653945998,"Largest of the Chagrin River Islands at the mouth of the Chagrin River into Lake Erie","Occasional to locally common in the canopy on the middle and southern portions of the island","",0,1
"Rhamnus frangula","CLM","From Curator","James K. Bissell","014993",30,8,1980,"United States","OH","Lake","Perry Township",NA,-81.392643,41.924116,13694.8653945998,"Open, big bluestem ""prairie area"", on the east side of the N&W railroad tracks, just north of the Lake Whittlesey Beach Ridge;","Regular form occasional; only one of the narrow-leaved form in the switchgrass meadow","",0,1
"Hamamelis virginiana","CLM","From Curator","James K. Bissell","004970",24,7,1975,"United States","OH","Lake","Madison Township","Hogback Ridge Lake Metropark:",-81.392643,41.924116,13694.8653945998,"On an upland, secondary forest, a few hundred feet south of Mill Creek valley rim, near mouth of Mill Creek; area is subirrigated by springs;",NA,"",0,1
"Fraxinus americana","CLM","From Curator","James K. Bissell","015170",15,10,1980,"United States","OH","Lake","Madison Township",NA,-81.392643,41.924116,13694.8653945998,"Dry bluffs, along the west side of Mill Creek valley, about 1 mile upstream from(south of) the Grand River","Common, in secondary forests along the edges of the bluffs","",0,1
"Rhamnus alnifolia","CLM","From Curator","William C. Werner","009459",12,5,1886,"United States","OH","Lake","Painesville Twp.","Near Painesville:",-81.392643,41.924116,13694.8653945998,NA,NA,"",0,1
"Alnus incana","CLM","From Curator","Belle Dibley Hawgood","004089",6,4,1933,"United States","OH","Lake","Mentor","Mentor Marsh:",-81.392643,41.924116,13694.8653945998,NA,NA,"",0,1
"Alnus incana","CLM","From Curator","James K. Bissell","043114",16,9,1992,"United States","OH","Lake","North Perry","Lakeshore Reservation Lake Metropark:",-81.392643,41.924116,13694.8653945998,"Open seepage area on upper beach area;","Local within seepage areas just upslope from upper beach. Ayn.= Alnus rugosa  (DuRoi) Spreng.","",0,1
"Fraxinus americana","CLM","From Curator","James K. Bissell","010396",7,10,1977,"United States","OH","Lake","Madison Township","Arcola Creek Lake Metropark:",-81.392643,41.924116,13694.8653945998,"Along forest edges on the southern and eastern borders of the Arcola Creek Estuary, in the northeastern part of the township;","Common in forest edges adjacent to the east-south border of the estuary.","",0,1
"Alnus serrulata","CLM","From Curator","James K. Bissell","010300",7,10,1977,"United States","OH","Lake","Madison Township","Arcola Creek Lake Metropark:",-81.392643,41.924116,13694.8653945998,"Along forest edges on the southern and eastern borders of the Arcola Creek Estuary, in the northeastern part of the township;","Occasional in forest edges surrounding the east and south sides of the estuary.","",0,1
"Fraxinus americana","CLM","From Curator","James K. Bissell","026356",17,5,1989,"United States","OH","Lake","Kirtland","Penitentiary Glen Lake Metropark:",-81.392643,41.924116,13694.8653945998,"Early stage, old field succession with Acer rubrum, Prunus serotina, Sassafras, 293 degrees and .45 mile from intersection of Booth Road and Kirtland-Chardon Road;","Occasional; saplings and small trees scattered throughout.","",0,1
"Hamamelis virginiana","CLM","From Curator","Suneeti Jog","068794",27,6,2003,"United States","OH","Lorain","Columbia Twp.","Wendtwood Property:",-82.179722,41.438805,20121.4614583212,"In woods;",NA,"",0,1
"Hamamelis virginiana","CLM","From Curator","James K. Bissell","018633",31,7,1974,"United States","OH","Lorain","Columbia Township",NA,-82.179722,41.438805,20121.4614583212,"Upland beech-maple woods with some stands of Acer rubrum in lower, wetter areas. Intermittent stream dissection occurs in the area. The majority of the woods is fairly mature.  Site is about 2.0 miles south of Ohio Rt.82 on the west side of the Columbia West River Road.","Occasional to locally common throughout the woods.","",0,1
"Hamamelis virginiana","CLM","From Curator","C. L. Booth","008059",7,4,1902,"United States","OH","Lorain",NA,NA,-82.179722,41.438805,20121.4614583212,"Creek banks S. of Birmingham",NA,"",0,1
"Hamamelis virginiana","CLM","From Curator","Timothy L. Walters","041515",15,6,1993,"United States","OH","Lorain","Elyria Township","Lorain County Metroparks:",-82.179722,41.438805,20121.4614583212,"Wooded floodplain of the Black River along the Bur Oak picnic area.","Frequent.  Found with Quercus palustris, Polygonatum biflorum, Hydrophyllum canadense, H. appendiculatum and Quercus bicolor.","",0,1
"Fraxinus americana","CLM","From Curator","James K. Bissell","040574",5,9,1992,"United States","OH","Lorain","Carlisle Twp.","Lorain County Metroparks:",-82.179722,41.438805,20121.4614583212,"Shaded Cephalanthus channel pond along lower slope of eastern valley wall embankment of Black River; canopy  Acer saccharinum-Fraxinus tomentosa-Fraxinus nigra-Tilia americana-Ulmus americana; scattered Cephalanthus and Ilex within pond; 1.81 miles due east of Russia Twp. line and 1.85 due north of LaGrange Twp. line;","Occasional on drier ground inland from shore of channel pond.","",0,1
"Fraxinus americana","CLM","From Curator","F. O. Grover","009987",NA,10,1916,"United States","OH","Lorain","Oberlin",NA,-82.179722,41.438805,20121.4614583212,NA,NA,"",0,1
"Hamamelis virginiana","CLM","From Curator","Alfred E. Ricksecker","008058",7,10,1899,"United States","OH","Lorain","Elyria",NA,-82.179722,41.438805,20121.4614583212,NA,NA,"",0,1
"Rhamnus frangula","CLM","From Curator","Suneeti Jog","068960",18,8,2003,"United States","OH","Lorain","Columbia Twp.","Wendtwood Property:",-82.179722,41.438805,20121.4614583212,"Along edge of pond;","Syn=Frangula alnus","",0,1
"Fraxinus americana","CLM","From Curator","F. O. Grover","009967",7,7,1913,"United States","OH","Lorain","Henrietta Twp.",NA,-82.179722,41.438805,20121.4614583212,NA,NA,"",0,1
"Fraxinus americana","CLM","From Curator","John M. Tomci","003210",NA,7,1974,"United States","OH","Lorain",NA,"West Branch Rocky River:",-82.179722,41.438805,20121.4614583212,NA,NA,"",0,1
"Rhamnus frangula","CLM","From Curator","James K. Bissell","071302",13,5,2004,"United States","OH","Lorain","Pittsfield Twp.","Oberlin South Woods:",-82.179722,41.438805,20121.4614583212,"Mixed swamp forest flats generally dominated by Quercus bicolor-Quercus macrocarpa-Carya laciniosa-Ulmus americana-Fraxinus profunda-Fraxinus nigra on both sides of old inter-urban tracks bed; .58 mile south of Hamilton Road and .88 mile west of OH Rt. 58; Oberlin Quad;","Local to occasional within woods and along wood edges.","",0,1
"Fraxinus americana","CLM","From Curator","James K. Bissell","003423",31,7,1974,"United States","OH","Lorain","Columbia Township",NA,-82.179722,41.438805,20121.4614583212,"Upland beech-maple woods with some stands of Acer rubrum in lower, wetter areas. Intermittent stream dissection occurs in the area. The majority of the woods is fairly mature.  Site is about 2.0 miles south of Ohio Rt.82 on the west side of the Columbia West River Road.",NA,"",0,1
"Alnus serrulata","CLM","From Curator","Timothy L. Walters","043501",14,6,1993,"United States","OH","Lorain","Elyria Township","Lorain County Metroparks:",-82.179722,41.438805,20121.4614583212,"Woodland edge along the Bur Oak shelter area off Ford Road","Frequent.  Found with Quercus bicolor, Prunus serotiana, Fagus grandifolia, Acer negundo and Acer rubrum. Annot. Dr.J.K.Bissell, CMNH 2016.","",0,1
"Alnus serrulata","CLM","From Curator","Alfred E. Ricksecker","007170",13,10,1899,"United States","OH","Lorain","Elyria",NA,-82.179722,41.438805,20121.4614583212,NA,"Rich, low river banks - sandy clay. Flowers; March 1902.","",0,1
"Rhamnus alnifolia","CLM","From Curator","James K. Bissell","042606",9,6,1993,"United States","OH","Lucas","Harding Township","Kitty Todd Preserve of TNC:",-83.468867,41.682321,16763.2741452801,"Populus tremuloides-Quercus palustris-Quercus bicolor-Populus deltoides swamp forest savannah with Carex atherodes-Carex buxbaumii-Carex lasiocarpa meadow within openings; area located .7 mile north-west of junction of Schwamberger Road and Old State Line Road; 338 degrees and 1.56 miles from OH Turnpike bridge over OH Rt. 2;","Occasional within open to partially shaded flats.","",0,1
"Fraxinus americana","CLM","From Curator","Timothy L. Walters","054058",28,6,1997,"United States","OH","Lucas","Sylvania Twp.","Stranahan Arboretum:",-83.468867,41.682321,16763.2741452801,"Rich, mesic mature woods with diverse understory, NE corner of jct. of Corey Rd. and Sylvania Ave. Sect. 14 Sylvania Quad.                                  TLW:1997:168","Occasional along edge of forest. Associates: Cornus drummondii, Fraxinus americanus, Rosa multiflora, Rhus typhina, Rhamnus cathartica, Allaria petiolata, Rumex crispus, Nepeta cataria, Sassafras albidum et al.","",0,1
"Fraxinus americana","CLM","From Curator","Timothy L. Walters","054200",7,7,1997,"United States","OH","Lucas","Toledo","Toledo City Parks Greenwood Park:",-83.468867,41.682321,16763.2741452801,"Wet elm-ash woods, 0.45-0.75 mi. E of Jackman Rd. and 0.3-0.35 mi. N of Alexis Rd. on S side of Halfway Creek. Sect. 3 Toledo Quad.                                     TLW:1997:184","Occasional in shrubby area between woods and lawn. Associates: Carex hirtifolia, Dryopteris, Rubus occidentalis, Ulmus americana, Fraxinus pennsylvanica, Onoclea sensibilis, Toxicodendron radicans.","",0,1
"Fraxinus americana","CLM","From Curator","Timothy L. Walters","048594",31,5,1995,"United States","OH","Lucas","Harding Twp.","Kitty Todd Preserve of TNC:",-83.468867,41.682321,16763.2741452801,"N. side of Old State Line Rd. about 0.7 mi. W. of Schwamberger Rd. Associates: Cornus racemosa, Physocarpus opulifolius, Rhamnus frangula Carex gracillima, C. scoparia, C. cephalaphora, Fraxinus pennsylvanica, Toxicodendron radicans, Ilex verticillata, Calamagrostis canadensis et al.","Occasional throughout pin oak forest with open to shrubby understory.","",0,1
"Rhamnus frangula","CLM","From Curator","Timothy L. Walters","054683",19,6,1997,"United States","OH","Lucas","Sylvania Twp.","Toledo City Parks Wildwood Preserve:",-83.468867,41.682321,16763.2741452801,"Sedge meadow/depression inside a wet to mesic prairie, 0.15 mi. N of Central Ave. and 0.9 mi. E of Holland-Sylvania Rd. SE 1/4 Sect. 23  Sylvania Quad.                         TLW:1997:131","Occasional as small shrub, up to 5 feet high. Associates: Carex vulpinoides, C. annectens, C. buxbaumii, Thelypteris palustris, Juncus marginatus, J. effusus, Lysimachia lanceolata, Ludwigia alternifolia et al","",0,1
