"species","continent","country","adm1","adm2","locality","lat","lon","coordUncertaintyM","alt","institution","collection","catalogNumber","basisOfRecord","collector","earliestDateCollected","latestDateCollected","gbifNotes","downloadDate","maxElevationM","minElevationM","maxDepthM","minDepthM","ISO2","cloc"
"Fraxinus americana","North America","United States","Maryland","Montgomery","Plummer's Island C. & O. Canal",38.96944,-77.17667,NA,NA,"US","Botany","3150782","specimen",NA,"1915-04-25","1915-04-25","Data from GBIF data index - original values.",2013-05-12,NA,NA,NA,NA,"US","Plummer's Island C. & O. Canal, Maryland, Montgomery, United States, North America"
"Fraxinus americana","North America","United States","Virginia","Fauquier","Rattlesnake Mountain, top of, near Markham",38.86444,-78.04333,NA,NA,"US","Botany","1734429","specimen",NA,"1937-05-30","1937-05-30","Data from GBIF data index - original values.",2013-05-12,NA,NA,NA,NA,"US","Rattlesnake Mountain, top of, near Markham, Virginia, Fauquier, United States, North America"
"Fraxinus americana","North America","United States","Maryland","Montgomery","Plummer's Island; edge of Cactus Rock C. & O. Canal",38.96944,-77.17667,NA,NA,"US","Botany","3150788","specimen",NA,"1960-07-23","1960-07-23","Data from GBIF data index - original values.",2013-05-12,NA,NA,NA,NA,"US","Plummer's Island; edge of Cactus Rock C. & O. Canal, Maryland, Montgomery, United States, North America"
"Fraxinus americana","North America","United States","District of Columbia",NA,NA,38.895,-77.03667,NA,NA,"US","Botany","478761","specimen","G. Sudworth","1895-08-10","1895-08-10","Data from GBIF data index - original values.",2013-05-12,NA,NA,NA,NA,"US","District of Columbia, United States, North America"
"Fraxinus americana","North America","United States","District of Columbia",NA,"Rock Creek Park. Behind Park headquarters at 5000 Glover road, N .W. Rock Creek Park and Vicinity",38.89944,-77.0575,NA,NA,"US","Botany","3117634","specimen","P. Fleming","1987-07-29","1987-07-29","Data from GBIF data index - original values.",2013-05-12,NA,NA,NA,NA,"US","Rock Creek Park. Behind Park headquarters at 5000 Glover road, N .W. Rock Creek Park and Vicinity, District of Columbia, United States, North America"
"Fraxinus americana","North America","United States","District of Columbia",NA,NA,38.895,-77.03667,NA,NA,"US","Botany","478757","specimen","B. Aerrow",NA,NA,"Data from GBIF data index - original values.",2013-05-12,NA,NA,NA,NA,"US","District of Columbia, United States, North America"
"Fraxinus americana","North America","United States","Virginia","Fauquier","North of Hopewell Gap, western slope of Bull Run",38.86639,-77.70639,NA,NA,"US","Botany","1813016","specimen",NA,"1939-08-27","1939-08-27","Data from GBIF data index - original values.",2013-05-12,NA,NA,NA,NA,"US","North of Hopewell Gap, western slope of Bull Run, Virginia, Fauquier, United States, North America"
"Fraxinus americana","North America","United States","Virginia","Culpeper","Buzzard Mountain",38.34194,-78.02917,NA,NA,"US","Botany","2068840","specimen",NA,"1952-06-08","1952-06-08","Data from GBIF data index - original values.",2013-05-12,NA,NA,NA,NA,"US","Buzzard Mountain, Virginia, Culpeper, United States, North America"
"Fraxinus americana","North America","United States","District of Columbia",NA,NA,38.895,-77.03667,NA,NA,"US","Botany","478767","specimen","G. Sudworth","1891-06-10","1891-06-10","Data from GBIF data index - original values.",2013-05-12,NA,NA,NA,NA,"US","District of Columbia, United States, North America"
"Fraxinus americana","North America","United States","Virginia","Fauquier","North of Hopewell Gap, western slope of Bull Run Mountains",38.86639,-77.70639,NA,NA,"US","Botany","1726903","specimen",NA,"1936-08-09","1936-08-09","Data from GBIF data index - original values.",2013-05-12,NA,NA,NA,NA,"US","North of Hopewell Gap, western slope of Bull Run Mountains, Virginia, Fauquier, United States, North America"
"Fraxinus americana",NA,"United States","Maryland","Montgomery","Carderock Recreation area C. & O. Canal",38.9775,-77.19472,NA,NA,"US","Botany","2614785","specimen","E. Terrell","1969-05-30","1969-05-30","Data from GBIF data index - original values.",2013-05-12,NA,NA,NA,NA,"US","Carderock Recreation area C. & O. Canal, Maryland, Montgomery, United States"
"Fraxinus americana",NA,"United States","Maryland","Prince Georges","Bladensburg",38.93917,-76.93417,NA,NA,"US","Botany","1895463","specimen",NA,"1943-09-26","1943-09-26","Data from GBIF data index - original values.",2013-05-12,NA,NA,NA,NA,"US","Bladensburg, Maryland, Prince Georges, United States"
"Fraxinus americana","North America","United States","Maryland","Montgomery","Plummer's Island, Cabin Hill C. & O. Canal",38.96944,-77.17667,NA,NA,"US","Botany","3150781","specimen",NA,"1961-05-09","1961-05-09","Data from GBIF data index - original values.",2013-05-12,NA,NA,NA,NA,"US","Plummer's Island, Cabin Hill C. & O. Canal, Maryland, Montgomery, United States, North America"
"Fraxinus americana","North America","United States","Maryland","Montgomery","Plummer's Island; Upper end C. & O. Canal",38.96944,-77.17667,NA,NA,"US","Botany","689880","specimen",NA,"1915-04-18","1915-04-18","Data from GBIF data index - original values.",2013-05-12,NA,NA,NA,NA,"US","Plummer's Island; Upper end C. & O. Canal, Maryland, Montgomery, United States, North America"
"Fraxinus americana","North America","United States","Virginia","Fauquier","South of Hopewell Gap, western slope of Bull Run Mountains",38.9025,-77.67444,NA,NA,"US","Botany","1734924","specimen",NA,"1937-08-05","1937-08-05","Data from GBIF data index - original values.",2013-05-12,NA,NA,NA,NA,"US","South of Hopewell Gap, western slope of Bull Run Mountains, Virginia, Fauquier, United States, North America"
"Fraxinus americana","North America","United States","Virginia","Prince William","South of Aldie, eastern slope of Bull Run Mountains",38.93639,-77.65139,NA,NA,"US","Botany","1726901","specimen",NA,"1937-05-04","1937-05-04","Data from GBIF data index - original values.",2013-05-12,NA,NA,NA,NA,"US","South of Aldie, eastern slope of Bull Run Mountains, Virginia, Prince William, United States, North America"
"Fraxinus americana","North America","United States","Maryland","Montgomery","Plummer's Island, edge of Cactus Rock C. & O. Canal",38.96944,-77.17667,NA,NA,"US","Botany","3150789","specimen",NA,"1960-09-27","1960-09-27","Data from GBIF data index - original values.",2013-05-12,NA,NA,NA,NA,"US","Plummer's Island, edge of Cactus Rock C. & O. Canal, Maryland, Montgomery, United States, North America"
"Fraxinus americana","North America","United States","Virginia","Culpeper","Mount Pony, south of Culpepper",38.44194,-77.96306,NA,NA,"US","Botany","1726902","specimen",NA,"1936-05-15","1936-05-15","Data from GBIF data index - original values.",2013-05-12,NA,NA,NA,NA,"US","Mount Pony, south of Culpepper, Virginia, Culpeper, United States, North America"
"Fraxinus americana","North America","United States","Virginia","Culpeper","Buzzard Mountain",38.34194,-78.02917,NA,NA,"US","Botany","1874742","specimen",NA,"1941-05-11","1941-05-11","Data from GBIF data index - original values.",2013-05-12,NA,NA,NA,NA,"US","Buzzard Mountain, Virginia, Culpeper, United States, North America"
"Fraxinus americana","North America","United States","Virginia","Fairfax","5.5 Mi from Fairfax County Courthouse",38.84611,-77.30667,NA,NA,"US","Botany","3213137","specimen","H. Deignan","1945-03-29","1945-03-29","Data from GBIF data index - original values.",2013-05-12,NA,NA,NA,NA,"US","5.5 Mi from Fairfax County Courthouse, Virginia, Fairfax, United States, North America"
"Fraxinus americana","North America","United States","District of Columbia",NA,"Seaton Park",38.88972,-77.01667,NA,NA,"US","Botany","478763","specimen","G. Sudworth","1895-05-04","1895-05-04","Data from GBIF data index - original values.",2013-05-12,NA,NA,NA,NA,"US","Seaton Park, District of Columbia, United States, North America"
"Fraxinus americana","North America","United States","Virginia","Culpeper","Buzzard Mountain",38.34194,-78.02917,NA,NA,"US","Botany","2068841","specimen",NA,"1952-06-08","1952-06-08","Data from GBIF data index - original values.",2013-05-12,NA,NA,NA,NA,"US","Buzzard Mountain, Virginia, Culpeper, United States, North America"
"Fraxinus americana",NA,"United States",NA,NA,"Springfield, MA, USA",42.079826,-72.54381,"11881",NA,"iNaturalist","Observations","132029","observation","rockerboo","2012-10-05","2012-10-05","Data from GBIF data index - original values.",2013-05-12,NA,NA,NA,NA,"US","Springfield, MA, USA, United States"
"Fraxinus americana",NA,"United States",NA,NA,"5430 Greenbush Rd, Charlotte, VT  05445-9496, , United States",44.272957,-73.256775,"10",NA,"iNaturalist","Observations","55954","observation","Charlie Hohn","2012-03-07","2012-03-07","Data from GBIF data index - original values.",2013-05-12,NA,NA,NA,NA,"US","5430 Greenbush Rd, Charlotte, VT  05445-9496, , United States, United States"
"Fraxinus americana",NA,"United States",NA,NA,"Bresee Mill Brook, Brandon, Vermont, US",43.752647,-73.13191,"5",NA,"iNaturalist","Observations","92504","observation","ashawler","2012-06-14","2012-06-14","Data from GBIF data index - original values.",2013-05-12,NA,NA,NA,NA,"US","Bresee Mill Brook, Brandon, Vermont, US, United States"
"Fraxinus americana ...","North America","United States","Kansas","Linn","Mound City, 0.5 mi S, 3 mi W",38.136,-94.8675,NA,NA,"KU","KANU","64301","unknown","Steve Stephens",NA,NA,"Data from GBIF data index - original values.",2013-05-12,NA,NA,NA,NA,"US","Mound City, 0.5 mi S, 3 mi W, Kansas, Linn, United States, North America"
"Fraxinus americana ...","North America","United States","Kansas","Linn","Mound City, 6 mi N, 7 mi W",38.2333,-94.95,NA,NA,"KU","KANU","324438","unknown","Caleb A Morse; Kevin M James",NA,NA,"Data from GBIF data index - original values.",2013-05-12,NA,NA,NA,NA,"US","Mound City, 6 mi N, 7 mi W, Kansas, Linn, United States, North America"
"Fraxinus americana ...","North America","United States","Kansas","Atchison","Atchison, 4 mi N, 2 mi W",39.6176,-95.165,NA,NA,"KU","KANU","64277","unknown","Steve Stephens",NA,NA,"Data from GBIF data index - original values.",2013-05-12,NA,NA,NA,NA,"US","Atchison, 4 mi N, 2 mi W, Kansas, Atchison, United States, North America"
"Fraxinus americana ...","North America","United States","Kansas","Jefferson","Oskaloosa, 7.5 mi S, 1 mi E",39.1075,-95.2949,NA,NA,"KU","KANU","64310","unknown","Steve Stephens",NA,NA,"Data from GBIF data index - original values.",2013-05-12,NA,NA,NA,NA,"US","Oskaloosa, 7.5 mi S, 1 mi E, Kansas, Jefferson, United States, North America"
"Fraxinus americana ...","North America","United States","Kansas","Marshall","Blue Rapids, 4 mi N",38.7409,-96.6603,NA,NA,"KU","KANU","64295","unknown","Steve Stephens",NA,NA,"Data from GBIF data index - original values.",2013-05-12,NA,NA,NA,NA,"US","Blue Rapids, 4 mi N, Kansas, Marshall, United States, North America"
"Fraxinus americana ...","North America","United States","Kansas","Douglas","Baldwin City, 1 mi N, 1 mi E",38.7894,-95.1675,NA,NA,"KU","KANU","64284","unknown","Steve Stephens",NA,NA,"Data from GBIF data index - original values.",2013-05-12,NA,NA,NA,NA,"US","Baldwin City, 1 mi N, 1 mi E, Kansas, Douglas, United States, North America"
"Fraxinus americana ...","North America","United States","Ohio","Cuyahoga","Highland Heights",41.5446,-81.4729,NA,NA,"KU","KANU","345840","unknown","Suneeti Jog",NA,NA,"Data from GBIF data index - original values.",2013-05-12,NA,NA,NA,NA,"US","Highland Heights, Ohio, Cuyahoga, United States, North America"
"Fraxinus americana ...","North America","United States","Kansas","Atchison","Oak Mills, 1 mi N",39.4546,-95.0255,NA,NA,"KU","KANU","64302","unknown","Earl W Lathrop",NA,NA,"Data from GBIF data index - original values.",2013-05-12,NA,NA,NA,NA,"US","Oak Mills, 1 mi N, Kansas, Atchison, United States, North America"
"Fraxinus americana ...","North America","United States","Kansas","Douglas","Baldwin City, 2 mi N",38.8031,-95.1861,NA,NA,"KU","KANU","64283","unknown","Ronald L McGregor",NA,NA,"Data from GBIF data index - original values.",2013-05-12,NA,NA,NA,NA,"US","Baldwin City, 2 mi N, Kansas, Douglas, United States, North America"
"Fraxinus americana ...","North America","United States","Kansas","Doniphan","Iowa Point, 2 mi S",39.8989,-95.2384,NA,NA,"KU","KANU","64297","unknown","Earl W Lathrop",NA,NA,"Data from GBIF data index - original values.",2013-05-12,NA,NA,NA,NA,"US","Iowa Point, 2 mi S, Kansas, Doniphan, United States, North America"
"Fraxinus americana ...","North America","United States","Kansas","Johnson","Gardner, 9 mi N",38.9405,-94.9272,NA,NA,"KU","KANU","64287","unknown","Steve Stephens",NA,NA,"Data from GBIF data index - original values.",2013-05-12,NA,NA,NA,NA,"US","Gardner, 9 mi N, Kansas, Johnson, United States, North America"
"Fraxinus americana ...","North America","United States","Kansas","Linn","Farlinville, 1.5 mi S",38.2118,-94.8537,NA,NA,"KU","KANU","64313","unknown","James W Richardson; Kenneth R Robertson",NA,NA,"Data from GBIF data index - original values.",2013-05-12,NA,NA,NA,NA,"US","Farlinville, 1.5 mi S, Kansas, Linn, United States, North America"
"Fraxinus americana ...","North America","United States","Kansas","Anderson","unknown",38.2137,-95.2925,NA,NA,"KU","KANU","64275","unknown","Worthie H Horr",NA,NA,"Data from GBIF data index - original values.",2013-05-12,NA,NA,NA,NA,"US","unknown, Kansas, Anderson, United States, North America"
"Fraxinus americana ...","North America","United States","Kansas","Doniphan","White Cloud, 0.75 mi NW",39.9821,-95.3084,NA,NA,"KU","KANU","64281","unknown","Steve Stephens; Ralph E Brooks",NA,NA,"Data from GBIF data index - original values.",2013-05-12,NA,NA,NA,NA,"US","White Cloud, 0.75 mi NW, Kansas, Doniphan, United States, North America"
"Fraxinus americana ...","North America","United States","Kansas","Wabaunsee","Alma, 2 mi NW",39.0358,-96.3149,NA,NA,"KU","KANU","64308","unknown","Steve Stephens",NA,NA,"Data from GBIF data index - original values.",2013-05-12,NA,NA,NA,NA,"US","Alma, 2 mi NW, Kansas, Wabaunsee, United States, North America"
"Fraxinus americana","North America","United States","Kansas","Atchison","Atchison, 3.0 mi N, 2.0 mi W",39.6031,-95.165,NA,NA,"KU","KANU","103495","unknown","Steve Stephens",NA,NA,"Data from GBIF data index - original values.",2013-05-12,NA,NA,NA,NA,"US","Atchison, 3.0 mi N, 2.0 mi W, Kansas, Atchison, United States, North America"
"Fraxinus americana ...","North America","United States","Kansas","Linn","Mound City, 5 mi N",38.2157,-94.8124,NA,NA,"KU","KANU","64276","unknown","Steve Stephens",NA,NA,"Data from GBIF data index - original values.",2013-05-12,NA,NA,NA,NA,"US","Mound City, 5 mi N, Kansas, Linn, United States, North America"
"Fraxinus americana ...","North America","United States","Kansas","Brown","Robinson, 1 mi S, 3.5 mi W",39.8011,-95.4778,NA,NA,"KU","KANU","64299","unknown","Steve Stephens",NA,NA,"Data from GBIF data index - original values.",2013-05-12,NA,NA,NA,NA,"US","Robinson, 1 mi S, 3.5 mi W, Kansas, Brown, United States, North America"
"Fraxinus americana ...","North America","United States","Kansas","Atchison","Oak Mills, 1 mi N",39.4546,-95.0255,NA,NA,"KU","KANU","64279","unknown","Earl W Lathrop",NA,NA,"Data from GBIF data index - original values.",2013-05-12,NA,NA,NA,NA,"US","Oak Mills, 1 mi N, Kansas, Atchison, United States, North America"
"Fraxinus americana ...","North America","United States","Kansas","Doniphan","unknown",39.8003,-95.1122,NA,NA,"KU","KANU","64290","unknown","Frank U Agrelius;  Hall; O H Lovejoy",NA,NA,"Data from GBIF data index - original values.",2013-05-12,NA,NA,NA,NA,"US","unknown, Kansas, Doniphan, United States, North America"
"Fraxinus americana ...","North America","United States","Kansas","Shawnee","Tecumseh, 2.5 mi E",39.0451,-95.5323,NA,NA,"KU","KANU","64305","unknown","L D Volle",NA,NA,"Data from GBIF data index - original values.",2013-05-12,NA,NA,NA,NA,"US","Tecumseh, 2.5 mi E, Kansas, Shawnee, United States, North America"
"Fraxinus americana L.",NA,"United States","Connecticut","Windham County","Willimantic",41.71055,-72.20861,"20000",NA,"UConn","CONN","CONN00045507","specimen","A. Nishball","1977-05-01","1977-05-01","Data from GBIF data index - original values.",2013-05-12,NA,NA,NA,NA,"US","Willimantic, Connecticut, Windham County, United States"
"Fraxinus americana L.",NA,"United States","New Hampshire","Strafford County","Durham",43.11722,-70.91888,"5000",14,"UConn","CONN","CONN00127677","specimen","Francis H. Wolfe","1963-03-15","1963-03-15","Data from GBIF data index - original values.",2013-05-12,"14","14",NA,NA,"US","Durham, New Hampshire, Strafford County, United States"
"Fraxinus americana L.",NA,"United States","Massachusetts","Worcester County","Westminster",42.54583,-71.91055,"5000",324,"UConn","CONN","CONN00127686","specimen","Burton N. Gates","1950-06-18","1950-06-18","Data from GBIF data index - original values.",2013-05-12,"324","324",NA,NA,"US","Westminster, Massachusetts, Worcester County, United States"
"Fraxinus americana L.",NA,"United States","Massachusetts","Worcester County","Shrewsbury",42.29583,-71.71277,"5000",199,"UConn","CONN","CONN00127697","specimen","Burton N. Gates","1946-06-29","1946-06-29","Data from GBIF data index - original values.",2013-05-12,"199","199",NA,NA,"US","Shrewsbury, Massachusetts, Worcester County, United States"
"Fraxinus americana L.",NA,"United States","Massachusetts","Worcester County","Worcester",42.27055,-71.80777,"5000",505,"UConn","CONN","CONN00127685","specimen","Burton N. Gates","1955-09-11","1955-09-11","Data from GBIF data index - original values.",2013-05-12,"505","505",NA,NA,"US","Worcester, Massachusetts, Worcester County, United States"
"Fraxinus americana L.",NA,"United States","Wisconsin","Ozaukee County","Thiensville",43.2375,-87.97861,"20000",NA,"UConn","CONN","CONN00068140","specimen","Chester C. Cook","1938-07-20","1938-07-20","Data from GBIF data index - original values.",2013-05-12,NA,NA,NA,NA,"US","Thiensville, Wisconsin, Ozaukee County, United States"
"Fraxinus americana L.",NA,"United States","Connecticut",NA,"Connecticut",41.66694,-72.66638,NA,NA,"UConn","CONN","CONN00127659","specimen","Smith, R.A.;","1911-02-18","1911-02-18","Data from GBIF data index - original values.",2013-05-12,NA,NA,NA,NA,"US","Connecticut, Connecticut, United States"
"Fraxinus americana L.",NA,"United States","Connecticut","Windham County","Willimantic",41.71055,-72.20861,"5000",NA,"UConn","CONN","CONN00127637","specimen","Jo Ann Reynolds","1991-08-20","1991-08-20","Data from GBIF data index - original values.",2013-05-12,NA,NA,NA,NA,"US","Willimantic, Connecticut, Windham County, United States"
"Fraxinus americana L.",NA,"United States","Connecticut","Tolland County","Mansfield",41.78833,-72.22888,"5000",195,"UConn","CONN","CONN00127654","specimen","G.S. Torrey","1922-06-17","1922-06-17","Data from GBIF data index - original values.",2013-05-12,"195","195",NA,NA,"US","Mansfield, Connecticut, Tolland County, United States"
"Fraxinus americana L.",NA,"United States","Connecticut","Fairfield County","Easton",41.25277,-73.29722,"5000",NA,"UConn","CONN","CONN00127650","specimen","C.K. Averill",NA,NA,"Data from GBIF data index - original values.",2013-05-12,NA,NA,NA,NA,"US","Easton, Connecticut, Fairfield County, United States"
"Fraxinus americana L.",NA,"United States","Connecticut","Fairfield County","Bridgeport",41.16694,-73.20472,"5000",NA,"UConn","CONN","CONN00127651","specimen","E.H. Eames","1904-07-31","1904-07-31","Data from GBIF data index - original values.",2013-05-12,"0","0",NA,NA,"US","Bridgeport, Connecticut, Fairfield County, United States"
"Fraxinus americana L.",NA,"United States","Connecticut","Fairfield County","Easton",41.25277,-73.29722,"5000",NA,"UConn","CONN","CONN00127655","specimen","E.H. Eames","1893-08-03","1893-08-03","Data from GBIF data index - original values.",2013-05-12,NA,NA,NA,NA,"US","Easton, Connecticut, Fairfield County, United States"
"Fraxinus americana L.",NA,"United States","Massachusetts","Worcester County","Southborough",42.3,-71.53333,"20000",NA,"UConn","CONN","CONN00127696","specimen","Merriam, James Sheldon","1939-05-15","1939-05-15","Data from GBIF data index - original values.",2013-05-12,NA,NA,NA,NA,"US","Southborough, Massachusetts, Worcester County, United States"
"Fraxinus americana L.",NA,"United States","New Jersey","Morris County","Morris Township",40.775,-74.48305,"5000",NA,"UConn","CONN","CONN00127672","specimen","Leslie J. Mehrhoff","1992-02-17","1992-02-17","Data from GBIF data index - original values.",2013-05-12,NA,NA,NA,NA,"US","Morris Township, New Jersey, Morris County, United States"
"Fraxinus americana L.",NA,"United States","Connecticut","Tolland County","University of Connecticut",41.80916,-72.25361,"5000",NA,"UConn","CONN","CONN00127656","specimen","A.E. Moss","1929-02-27","1929-02-27","Data from GBIF data index - original values.",2013-05-12,NA,NA,NA,NA,"US","University of Connecticut, Connecticut, Tolland County, United States"
"Fraxinus americana L.",NA,"United States","Connecticut","New London County","Selden Cove",41.41166,-72.41555,"20000",NA,"UConn","CONN","CONN00127662","specimen","K.P. Jansson","1932-07-29","1932-07-29","Data from GBIF data index - original values.",2013-05-12,"0","0",NA,NA,"US","Selden Cove, Connecticut, New London County, United States"
"Fraxinus americana L.",NA,"United States","New Jersey","Essex County","Roseland",40.81799,-74.334,NA,53,"UConn","CONN","CONN00054242","specimen","Kerry Barringer","2003-08-12","2003-08-12","Data from GBIF data index - original values.",2013-05-12,"53","53",NA,NA,"US","Roseland, New Jersey, Essex County, United States"
"Fraxinus americana L.",NA,"United States","Connecticut","Tolland County","University of Connecticut Forest",41.82555,-72.24805,"5000",NA,"UConn","CONN","CONN00127631","specimen","Debra M. Klepeis","1998-08-07","1998-08-07","Data from GBIF data index - original values.",2013-05-12,NA,NA,NA,NA,"US","University of Connecticut Forest, Connecticut, Tolland County, United States"
"Fraxinus americana L.",NA,"United States","Connecticut","Hartford County","South Windsor",41.82361,-72.62111,"5000",21,"UConn","CONN","CONN00127633","specimen","Jesse F. Smith","1949-07-04","1949-07-04","Data from GBIF data index - original values.",2013-05-12,"21","21",NA,NA,"US","South Windsor, Connecticut, Hartford County, United States"
"Fraxinus americana L.",NA,"United States","Connecticut","Litchfield County","Salisbury",41.985,-73.42277,"5000",NA,"UConn","CONN","CONN00127649","specimen","O.A. Phelps","1904-05-10","1904-05-10","Data from GBIF data index - original values.",2013-05-12,NA,NA,NA,NA,"US","Salisbury, Connecticut, Litchfield County, United States"
"Fraxinus americana L.",NA,"United States","Massachusetts","Middlesex County","Tufts University Campus",42.40444,-71.12027,"3",NA,"UConn","CONN","CONN00127683","specimen","N.H. Nickerson","1975-09-25","1975-09-25","Data from GBIF data index - original values.",2013-05-12,NA,NA,NA,NA,"US","Tufts University Campus, Massachusetts, Middlesex County, United States"
"Fraxinus americana L.",NA,"United States","West Virginia","Cabell County","Fourpole Creek",38.40805,-82.38527,"20000",164,"UConn","CONN","CONN00127676","specimen","F.A. Gilbert","1941-07-12","1941-07-12","Data from GBIF data index - original values.",2013-05-12,"164","164",NA,NA,"US","Fourpole Creek, West Virginia, Cabell County, United States"
"Fraxinus americana L.",NA,"United States","Connecticut","Tolland County","Bolton",41.76416,-72.43805,"5000",NA,"UConn","CONN","CONN00127664","specimen",NA,"1911-06-03","1911-06-03","Data from GBIF data index - original values.",2013-05-12,NA,NA,NA,NA,"US","Bolton, Connecticut, Tolland County, United States"
"Fraxinus americana L.",NA,"United States","Connecticut","New London County","Wyassup Lake",41.48888,-71.81277,"5000",NA,"UConn","CONN","CONN00127666","specimen","K.P. Jansson","1929-08-23","1929-08-23","Data from GBIF data index - original values.",2013-05-12,NA,NA,NA,NA,"US","Wyassup Lake, Connecticut, New London County, United States"
"Fraxinus americana L.",NA,"United States","Connecticut","Tolland County","Willington",41.88527,-72.26138,"5000",231,"UConn","CONN","CONN00127640","specimen","Leslie J. Mehrhoff","1990-02-24","1990-02-24","Data from GBIF data index - original values.",2013-05-12,"231","231",NA,NA,"US","Willington, Connecticut, Tolland County, United States"
"Fraxinus americana L.",NA,"United States","Massachusetts","Worcester County","Westborough",42.26944,-71.61611,"5000",92,"UConn","CONN","CONN00127688","specimen","Burton N. Gates","1946-06-08","1946-06-08","Data from GBIF data index - original values.",2013-05-12,"92","92",NA,NA,"US","Westborough, Massachusetts, Worcester County, United States"
"Fraxinus americana L.",NA,"United States","Connecticut","Tolland County","Storrs",41.80833,-72.24944,"5000",187,"UConn","CONN","CONN00127639","specimen","J.B. Cortina","1975-09-26","1975-09-26","Data from GBIF data index - original values.",2013-05-12,"187","187",NA,NA,"US","Storrs, Connecticut, Tolland County, United States"
"Fraxinus americana L.",NA,"United States","Massachusetts","Worcester County","Sterling",42.4375,-71.76055,"5000",153,"UConn","CONN","CONN00127695","specimen","Jane T. Richardson","1939-05-09","1939-05-09","Data from GBIF data index - original values.",2013-05-12,"153","153",NA,NA,"US","Sterling, Massachusetts, Worcester County, United States"
"Fraxinus americana L.",NA,"United States","Connecticut","Windham County","Diana's Pool",41.77805,-72.13138,"5000",NA,"UConn","CONN","CONN00045506","specimen","K.R. Carloni & R.A. Pfeffer","1976-07-12","1976-07-12","Data from GBIF data index - original values.",2013-05-12,NA,NA,NA,NA,"US","Diana's Pool, Connecticut, Windham County, United States"
"Fraxinus americana L.",NA,"United States","Rhode Island","Kent County","Coventry",41.7,-71.68277,"5000",NA,"UConn","CONN","CONN00141347","specimen","Robert S. Capers","2011-06-19","2011-06-19","Data from GBIF data index - original values.",2013-05-12,NA,NA,NA,NA,"US","Coventry, Rhode Island, Kent County, United States"
"Fraxinus americana L.",NA,"United States","Connecticut","New Haven County","West Rock, New Haven",41.33833,-72.96083,"1",NA,"UConn","CONN","CONN00140826","specimen","Leslie J. Mehrhoff","1981-04-22","1981-04-22","Data from GBIF data index - original values.",2013-05-12,NA,NA,NA,NA,"US","West Rock, New Haven, Connecticut, New Haven County, United States"
"Fraxinus americana L.",NA,"United States","Connecticut","New London County","Norwichtown, Norwich",41.51972,-72.10527,"20000",NA,"UConn","CONN","CONN00127660","specimen","K.P. Jansson","1935-05-20","1935-05-20","Data from GBIF data index - original values.",2013-05-12,NA,NA,NA,NA,"US","Norwichtown, Norwich, Connecticut, New London County, United States"
"Fraxinus americana L.",NA,"United States","Massachusetts","Worcester County","Warren",42.2125,-72.19111,"5000",192,"UConn","CONN","CONN00127689","specimen","M.H. Picard","1939-05-24","1939-05-24","Data from GBIF data index - original values.",2013-05-12,"192","192",NA,NA,"US","Warren, Massachusetts, Worcester County, United States"
"Fraxinus americana L.",NA,"United States","Iowa","Clayton County","McGregor",43.01833,-91.1825,"5000",NA,"UConn","CONN","CONN00127670","specimen","L.H. Pammel","1929-08-06","1929-08-06","Data from GBIF data index - original values.",2013-05-12,NA,NA,NA,NA,"US","McGregor, Iowa, Clayton County, United States"
"Fraxinus americana L.",NA,"United States","Vermont","Windham County","Marlboro",42.85944,-72.72583,"20000",NA,"UConn","CONN","CONN00061404","specimen","Countryman, William Douglas","1969-06-26","1969-06-26","Data from GBIF data index - original values.",2013-05-12,NA,NA,NA,NA,"US","Marlboro, Vermont, Windham County, United States"
"Fraxinus americana L.",NA,"United States","Rhode Island","Kent County","West Greenwich",41.61827,-71.7757,"1",253,"UConn","CONN","CONN00139736","specimen","Robert S. Capers","2011-06-26","2011-06-26","Data from GBIF data index - original values.",2013-05-12,"253","253",NA,NA,"US","West Greenwich, Rhode Island, Kent County, United States"
"Fraxinus americana L.",NA,"United States","Connecticut","Middlesex County","Mattabesset River",41.57305,-72.65138,"20000",NA,"UConn","CONN","CONN00132270","specimen","Leslie J. Mehrhoff","1981-08-26","1981-08-26","Data from GBIF data index - original values.",2013-05-12,NA,NA,NA,NA,"US","Mattabesset River, Connecticut, Middlesex County, United States"
"Fraxinus americana L.",NA,"United States","Connecticut","Hartford County","Windsor",41.875,-72.66666,"20000",NA,"UConn","CONN","CONN00062089","specimen","G.S. Torrey","1928-09-10","1928-09-10","Data from GBIF data index - original values.",2013-05-12,NA,NA,NA,NA,"US","Windsor, Connecticut, Hartford County, United States"
"Fraxinus americana L.",NA,"United States","Connecticut","Fairfield County","Housatonic River",41.43916,-73.24777,"5000",NA,"UConn","CONN","CONN00127652","specimen","Ardwin, Margaret; Barrett, Juliana;","1989-06-23","1989-06-23","Data from GBIF data index - original values.",2013-05-12,NA,NA,NA,NA,"US","Housatonic River, Connecticut, Fairfield County, United States"
"Fraxinus americana L.",NA,"United States","Connecticut","Tolland County","University of Connecticut",41.80916,-72.25361,"5000",NA,"UConn","CONN","CONN00127636","specimen","Kerry Barringer",NA,NA,"Data from GBIF data index - original values.",2013-05-12,NA,NA,NA,NA,"US","University of Connecticut, Connecticut, Tolland County, United States"
